net,sta,chan,location,lat,lon,rate
CI,SDD,none,none,33.553,-117.662,
CI,SDG,none,none,32.784,-117.138,
CI,SDR,none,none,32.736,-116.942,
CI,SES,none,none,34.437,-119.138,
CI,SGL,none,none,32.649,-115.726,
CI,SHO,none,none,35.9,-116.275,
CI,SHU,none,none,34.643,-118.165,
CI,SLA,none,none,35.891,-117.283,
CI,SLB,none,none,33.485,-115.866,
CI,SLH,none,none,33.193,-116.254,
CI,SLM,none,none,34.452,-118.423,
CI,SLR,none,none,33.834,-116.797,
CI,SMF2,none,none,34.022,-118.446,
CI,SMI,none,none,34.038,-120.351,
CI,SMM,none,none,35.314,-119.996,
CI,SMR,none,none,35.377,-120.613,
CI,SMT,none,none,34.334,-119.014,
CI,SMV,none,none,34.271,-118.744,
CI,SMW,none,none,35.011,-120.41,
CI,SNCC,none,none,33.248,-119.524,
CI,SNO,none,none,34.035,-116.808,
CI,SNR,none,none,32.862,-115.436,
CI,SPF,none,none,34.059,-118.646,
CI,SPG2,none,none,36.201,-118.766,
CI,SQC,none,none,34.867,-120.294,
CI,SRI,none,none,33.979,-120.079,
CI,SRN,none,none,33.828,-117.789,
CI,SRT,none,none,35.692,-117.751,
CI,STC,none,none,34.303,-119.187,
CI,STG,none,none,33.664,-117.769,
CI,STS,none,none,33.79,-118.199,
CI,SVD,none,none,34.106,-117.098,
CI,SWS,none,none,32.945,-115.8,
CI,SYN,none,none,34.607,-120.07,
CI,SYP,none,none,34.528,-119.978,
CI,TA2,none,none,34.382,-117.678,
CI,TEH,none,none,35.291,-118.421,
CI,TEJ,none,none,35.231,-118.689,
CI,TFT,none,none,35.146,-119.42,
CI,THC,none,none,34.908,-118.664,
CI,THM,none,none,33.651,-116.077,
CI,TIN,none,none,37.054,-118.23,
CI,TJR,none,none,35.027,-118.744,
CI,TOR,none,none,33.575,-116.226,
CI,TOW2,none,none,35.809,-117.765,
CI,TPO,none,none,34.879,-118.229,
CI,TUQ,none,none,35.436,-115.924,
CI,UG511,none,none,34.41968,-118.79609,
CI,USB,none,none,34.413,-119.843,
CI,USC,none,none,34.019,-118.286,
CI,VCS,none,none,34.484,-118.118,
CI,VES,none,none,35.841,-119.085,
CI,VLY,none,none,33.736,-117.158,
CI,VOG,none,none,36.321,-119.382,
CI,VTV,none,none,34.561,-117.33,
CI,WAS2,none,none,35.738,-118.557,
CI,WBM,none,none,35.60839,-117.89049,
CI,WBS,none,none,35.537,-118.14,
CI,WCS2,none,none,36.025,-117.765,
CI,WES,none,none,32.759,-115.732,
CI,WGR,none,none,34.511,-119.274,
CI,WHF,none,none,35.695,-118.352,
CI,WLH2,none,none,36.152,-118.313,
CI,WLT,none,none,34.01,-117.951,
CI,WMD,none,none,33.038,-115.582,
CI,WNM,none,none,35.842,-117.906,
CI,WNS,none,none,34.115,-118.38,
CI,WOR,none,none,35.696,-118.243,
CI,WRC2,none,none,35.948,-117.65,
CI,WRV2,none,none,36.008,-117.89,
CI,WSS,none,none,34.172,-118.65,
CI,WTT2,none,none,33.949,-118.255,
CI,WVP2,none,none,35.949,-117.818,
CI,WWC,none,none,33.941,-116.409,
CI,YUC,none,none,34.197,-116.406,
CI,YUH2,none,none,32.648,-115.922,
NP,5030,none,none,34.5215,-117.991,
NP,5062,none,none,33.1775,-115.616,
NP,5081,none,none,34.0838,-118.599,
NP,5271,none,none,33.3526,-115.733,
NP,5402,none,none,34.0762,-118.396,
NP,5403,none,none,34.397,-119.299,
NP,5442,none,none,34.049,-116.94,
NP,5444,none,none,33.6346,-116.095,
NP,5470,none,none,35.061,-119.026,
NC,KBO,none,none,42.212,-124.226,
NC,KEB,none,none,42.8722,-124.3343,
CI,NS559,none,none,35.39913,-116.92435,
NC,NCT,none,none,37.99721,-122.61573,
CI,WLS2,none,none,34.579,-117.719,
CI,NS528,none,none,33.73603,-117.75268,
CI,NS529,none,none,33.56468,-117.77792,
CI,UG505,none,none,34.45681,-118.66494,
CI,NS524,none,none,34.06985,-117.53838,
CI,NS527,none,none,33.93506,-117.62537,
CI,NS525,none,none,34.02339,-117.46457,
CI,NS556,none,none,36.61186,-116.92435,
NC,UG0058,none,none,36.98717,-122.06083,
NP,286,none,none,32.955,-115.824,
NP,5480,none,none,34.703,-118.426,
NP,5492,none,none,34.2,-118.36,
NP,5499,none,none,33.941,-118.421,
NC,JAR,none,none,36.98717,-122.06083,
CI,NS557,none,none,36.20761,-116.92435,
NP,UG516,none,none,34.27972,-118.56023,
NP,UG519,none,none,34.18247,-118.44946,
NP,UG527,none,none,33.91699,-118.0656,
NP,UG532,none,none,33.69876,-118.02622,
NP,UG537,none,none,34.08794,-118.86512,
NP,UG538,none,none,34.2204,-118.86978,
NP,UG539,none,none,34.08051,-118.69601,
NP,UG547,none,none,34.23399,-117.48247,
NP,UG548,none,none,34.19307,-117.42807,
NP,UG549,none,none,34.20604,-117.3667,
NP,UG559,none,none,33.19783,-117.38129,
CI,NS541,none,none,32.80875,-116.10077,
CI,UG577,none,none,32.73622,-115.99699,
NC,KOM,none,none,41.27878,-123.45308,
NC,BPRB,none,none,36.40721,-121.73067,
NC,BSG,none,none,36.41381,-121.25518,
NC,BSR,none,none,36.66743,-121.52032,
NC,CAO,none,none,37.3485,-121.53469,
NC,CBSB,none,none,37.81778,-121.6413,
NC,CML,none,none,37.47755,-121.65298,
NC,CMM,none,none,37.45567,-121.49467,
NC,GRT,none,none,38.93867,-122.6711,
NC,GWR,none,none,39.20575,-123.3011,
NC,HCBB,none,none,36.93089,-121.66188,
NC,HCRB,none,none,36.9553,-121.58205,
NC,HLP,none,none,37.04134,-121.6319,
NC,PCC,none,none,36.08977,-121.16361,
NC,PSAB,none,none,36.02486,-120.88927,
CN,BFSB,none,none,48.8336,-125.1361,
CN,CBB,none,none,50.0315,-125.3652,
CN,CLRS,none,none,48.8203,-124.1309,
CN,EDB,none,none,49.8731,-127.1216,
CN,GDR,none,none,49.781,-126.0556,
CN,GOBB,none,none,48.9495,-123.5105,
CN,HNBB,none,none,49.2873,-122.5729,
CN,HOLB,none,none,50.6402,-128.1331,
CN,HOPB,none,none,49.3873,-121.4205,
CN,LLLB,none,none,50.609,-121.8815,
CN,NLLB,none,none,49.2271,-123.9882,
CN,OZB,none,none,48.961,-125.4976,
CN,PACB,none,none,50.4355,-127.4925,
CN,PGC,none,none,48.6498,-123.4521,
CN,PHC,none,none,50.7067,-127.433,
CN,PNT,none,none,49.3224,-119.6254,
CN,PTRF,none,none,48.5442,-124.4131,
CN,SHB,none,none,49.5985,-123.8771,
CN,SNB,none,none,48.7751,-123.1723,
CN,SPLB,none,none,49.8921,-125.6526,
CN,SYMB,none,none,48.5593,-123.7989,
CN,TOFB,none,none,49.1543,-125.9078,
CN,VGZ,none,none,48.4131,-123.3251,
CN,WOSB,none,none,50.1607,-126.5704,
CN,WSLR,none,none,50.1265,-122.9212,
NV,NC27,none,none,47.7623,-127.7579,
NV,NC89,none,none,48.6705,-126.8488,
NV,NCBC,none,none,48.4275,-126.1752,
OO,AXBA1,none,none,45.8202,-129.7367,
OO,AXCC1,none,none,45.9547,-130.0089,
