net,sta,chan,location,lat,lon,rate
UO,1135 alt,none,none,46.01616,-123.02804,
UO,1136 alt,none,none,45.06132,-123.60881,
UO,1137 alt,none,none,45.76057,-122.96349,
UO,1138 alt,none,none,45.53234,-122.73369,
UO,1139 alt,none,none,45.3951,-122.61122,
UO,1140 alt,none,none,45.46354,-122.79335,
UO,1141 alt,none,none,45.2888,-122.63422,
UO,1142 alt,none,none,45.46092,-122.99128,
UO,1143 alt,none,none,45.38593,-122.89179,
UO,1144 alt,none,none,45.42599,-122.70068,
UO,1145 alt,none,none,44.97615,-122.9602,
UO,1146 alt,none,none,44.50244,-123.2844,
UO,1147 alt,none,none,44.84685,-123.11113,
UO,1148 alt,none,none,45.13453,-123.14512,
UO,1150 alt,none,none,45.36632,-122.4666,
UO,1151 alt,none,none,45.29737,-122.33033,
UO,1152 alt,none,none,45.0801,-122.05343,
UO,1155 alt,none,none,45.51945,-121.59051,
UO,1156 alt,none,none,45.34304,-121.94752,
UO,1157 alt,none,none,45.6251,-121.54194,
UO,1158 alt,none,none,42.38633,-121.98503,
UO,1159 alt,none,none,42.74811,-122.05644,
UO,1160 alt,none,none,42.40833,-121.66873,
UO,1161 alt,none,none,42.51349,-122.14572,
UO,1178 alt,none,none,42.92316,-118.90473,
UO,1179 alt,none,none,42.63558,-118.57633,
UO,1180 alt,none,none,42.26238,-118.67129,
UO,1181 alt,none,none,42.41153,-117.86533,
UO,1186 alt/DUCK04,none,none,43.3925,-123.89137,
UO,1187 alt,none,none,42.692,-123.23013,
UO,1189 alt,none,none,43.58558,-122.65331,
UO,1190 alt,none,none,42.12851,-121.93282,
UO,1192 alt,none,none,45.01186,-122.81946,
UO,1209 alt,none,none,43.23728,-122.94359,
UO,1210 alt,none,none,45.28392,-122.51313,
UO,1277 alt,none,none,42.05529,-123.11775,
UO,1278 alt,none,none,42.10894,-122.39896,
UO,1280 alt,none,none,42.60007,-123.36576,
UO,1281 alt,none,none,42.94981,-123.36485,
UO,1282 alt,none,none,43.03491,-123.67501,
UO,1285 alt,none,none,44.06658,-123.62912,
UO,1288 alt,none,none,44.70524,-122.84839,
UO,1290 alt,none,none,45.19939,-123.5612,
UO,1291 alt,none,none,45.30432,-123.40922,
UO,1293 alt,none,none,45.89951,-123.73053,
UO,1295 alt,none,none,42.39338,-121.04448,
UO,1296 alt,none,none,44.92646,-122.92603,
UO,1298 alt,none,none,45.45775,-122.62419,
UO,1300 alt,none,none,45.5414,-122.60567,
UO,1301 alt,none,none,45.65598,-122.83499,
UO,1302 alt,none,none,45.61567,-123.11261,
UO,1303 alt,none,none,45.21078,-122.97484,
UO,1305 alt,none,none,46.06672,-123.69211,
UO,1306 alt,none,none,42.29884,-123.84576,
UO,1307 alt,none,none,42.11643,-124.01969,
UO,ALSE/DUCK12,none,none,44.381926,-123.59064,
UO,UO.DING,none,none,42.8803,-124.06948,
UO,DUCK01/1114 alt,none,none,44.83475,-123.871222,
UO,DUCK06,none,none,43.363274,-123.057899,
UO,DUCK07,none,none,43.140105,-123.42946,
UO,DUCK10,none,none,43.034062,-118.92847,
UO,DUCK11,none,none,45.629327,-123.643757,
UO,DUCK17,none,none,45.2155,-118.0016,
UO,GROV,none,none,45.537993,-123.157417,
UO,LINO,none,none,45.2211,-122.58909,
UO,LOCK/DUCK03,none,none,45.676128,-121.87736,
UO,MCMN,none,none,45.19037,-123.15226,
UO,MERL,none,none,42.503525,-123.38342,
UO,NLO,none,none,46.0892,-123.45176,
UO,OTLW/DUCK19/1154 alt,none,none,44.29675,-121.57446,
UO,PETE/DUCK05,none,none,44.052119,-122.887058,
UO,RSBO,none,none,44.04336,-122.26704,
UO,UO.SISQ,none,none,42.275351,-123.632247,
UO,SWTH?/1213 alt,none,none,42.5597,-124.1945,
UW,BPO,none,none,44.65175,-121.68984,
UW,BRO,none,none,44.26721,-122.45316,
UW,JBO,none,none,45.46143,-119.83816,
UW,KMO,none,none,45.63533,-123.49073,
UW,MCLD,none,none,42.72714,-122.60964,
UW,MOON,none,none,44.05155,-121.66948,
UW,NCO,none,none,43.70384,-121.13946,
UW,RNO/1284 alt,none,none,43.9127,-123.7395,
UW,SSO,none,none,44.85584,-122.46169,
UW,TDH,none,none,45.28967,-121.79152,
UW,VBE,none,none,45.06017,-121.58801,
UW,VFP,none,none,45.3179,-121.46627,
UW,VG2,none,none,45.1554,-122.27203,
UW,VGB,none,none,45.51551,-120.77867,
UW,VIP,none,none,44.50802,-120.61997,
UW,VLL,none,none,45.46317,-121.68035,
UW,VLM,none,none,45.53834,-122.04036,
UW,VTH,none,none,45.18102,-120.56249,
UW,PNLK,none,none,47.58162,-122.03483,
UW,CINE/E04D,none,none,46.5566,-122.5673,
UW,DOWN/P436,none,none,48.045303,-123.134348,
UW,HOPR/C06D,none,none,47.9229,-120.8943,
UW,OLQN/1197/P400,none,none,47.505,-123.821,
UW,TKEY/D04E,none,none,47.17863,-122.77134,
UW,TOLE/1233/P425,none,none,46.45269,-122.8454,
UW,WHGC/1220/P415,none,none,46.65599,-123.72987,
UW,CMW,none,none,48.42352,-122.12026,
UW,ELC,none,none,46.98675,-122.17372,
UW,ELW,none,none,47.4941,-121.87267,
UW,EVCC,none,none,48.0075,-122.20425,
UW,KOS/PUPY,none,none,46.4628,-122.19602,
UW,LCMC/1251,none,none,47.424,-123.213,
UW,MEAN,none,none,47.6227,-122.3052,
UW,PLBD,none,none,48.54752,-121.74441,
UW,PUBD,none,none,48.6526,-121.68809,
UW,RPW,none,none,48.44817,-121.51485,
UW,SLDQ/1196,none,none,48.062,-124.141,
UW,WEL1,none,none,47.94767,-119.86202,
UW,1006,none,none,46.7874,-123.793,
UW,1011,none,none,47.861,-123.935,
UW,1028,none,none,47.2357,-123.702,
UW,1067,none,none,48.173,-122.604,
UW,1098,none,none,48.71644,-122.20455,
UW,1100,none,none,46.371,-123.044,
UW,1200,none,none,46.779,-122.916,
UW,1201,none,none,48.522,-121.991,
UW,1202,none,none,48.011,-122.776,
UW,1203,none,none,46.7755,-123.4851,
UW,1204,none,none,46.711,-123.996,
UW,1207,none,none,47.055,-123.264,
UW,1227,none,none,47.08918,-123.93269,
UW,1247,none,none,47.258,-123.003,
UW,1264,none,none,48.994,-122.26,
UW,1278,none,none,47.96882,-123.86336,
UW,MEW,none,none,47.20176,-122.64707,
UW,WYNO/1217/P399,none,none,47.434,-123.613,
UW,1002,none,none,46.492,-124.049,
UW,1003,none,none,46.771,-124.081,
UW,1004,none,none,46.618,-123.954,
UW,1007,none,none,47.2056,-123.959,
UW,1008,none,none,47.36,-123.994,
UW,1010,none,none,47.8195,-124.49,
UW,1013,none,none,48.0673,-124.67,
UW,1014,none,none,48.153,-124.669,
UW,1015,none,none,48.266,-124.334,
UW,1018,none,none,48.1566,-124.458,
UW,1019,none,none,46.983,-123.91,
UW,1025,none,none,46.971,-123.701,
UW,1029,none,none,47.282,-123.441,
UW,1032,none,none,47.603,-124.37,
UW,1040,none,none,47.439,-122.648,
UW,1045,none,none,47.37,-122.765,
UW,1046,none,none,47.322,-122.919,
UW,1055,none,none,47.087,-122.757,
UW,1059,none,none,47.029,-122.822,
UW,1060,none,none,46.972,-122.767,
UW,1061,none,none,46.93,-122.991,
UW,1068,none,none,48.212,-122.687,
UW,1069,none,none,48.145,-122.468,
UW,1070,none,none,48.32052,-122.69217,
UW,1072,none,none,48.326,-122.378,
UW,1075,none,none,48.175,-122.353,
UW,1081,none,none,48.561,-122.438,
UW,1083,none,none,47.199,-123.433,
UW,1088,none,none,47.016,-122.923,
UW,1091,none,none,48.608,-123.153,
UW,1093,none,none,48.969,-122.792,
UW,1095,none,none,48.885,-122.701,
UW,1101,none,none,46.6992,-123.412,
UW,1221,none,none,47.003,-123.435,
UW,1223,none,none,46.65,-122.961,
UW,1225,none,none,46.886,-122.689,
UW,1229,none,none,46.69607,-123.17906,
UW,HOHM/1009,none,none,47.766,-124.306,
UW,KELS/1231,none,none,46.11566,-122.89277,
UW,ORCA/1262,none,none,48.702,-122.908,
UW,PELL/1222/P417,none,none,46.575,-123.299,
UW,SMW,none,none,47.31945,-123.34445,
UW,RER,none,none,46.81905,-121.84213,
UW,RCS,none,none,46.87083,-121.73231,
UW,BEN,none,none,46.51863,-119.71863,
UW,BRV,none,none,46.48519,-119.99232,
UW,BVW,none,none,46.81083,-119.88349,
UW,CRF,none,none,46.82486,-119.38813,
UW,FHE,none,none,46.95178,-119.49809,
UW,LOC,none,none,46.71686,-119.43197,
UW,NAC,none,none,46.73301,-120.82485,
UW,OD2,none,none,47.38754,-118.71077,
UW,TRW,none,none,46.29207,-120.54312,
UW,VT2,none,none,46.96719,-120.00033,
UW,PAT2,none,none,45.88362,-119.75775,
UW,RSW,none,none,46.39436,-119.59247,
UW,WRD,none,none,46.96986,-119.14596,
UW,1027,none,none,46.8582,-123.559,
UW,1199,none,none,46.282,-122.916,
UW,1205,none,none,46.378,-120.731,
UW,1206,none,none,48.308,-120.656,
UW,1277A,none,none,47.516,-123.328,
UW,ASR,none,none,46.15259,-121.60164,
UW,GLK,none,none,46.5575,-121.61073,
UW,WPW,none,none,46.69864,-121.53734,
UW,1001,none,none,46.349,-124.051,
UW,1005,none,none,47.114,-124.166,
UW,1012,none,none,47.948,-124.383,
UW,1016,none,none,48.1572,-124.109,
UW,1017,none,none,48.1169,-123.88,
UW,1020,none,none,46.3656,-123.579,
UW,1021,none,none,45.817,-122.741,
UW,1022,none,none,45.737,-122.493,
UW,1023,none,none,45.626,-122.399,
UW,1024,none,none,45.724,-122.691,
UW,1026,none,none,47.04,-123.51,
UW,1030,none,none,47.134,-123.311,
UW,1033,none,none,45.656,-122.523,
UW,1034,none,none,48.112,-122.792,
UW,1035,none,none,47.948,-123.258,
UW,1036,none,none,47.921,-122.7,
UW,1037,none,none,47.791,-122.659,
UW,1038,none,none,47.8964,-122.931,
UW,1039,none,none,47.645,-122.718,
UW,1041,none,none,47.498,-122.62,
UW,1042,none,none,47.413,-122.842,
UW,1043,none,none,47.381,-122.621,
UW,1044,none,none,47.331,-122.606,
UW,1047,none,none,47.446,-122.346,
UW,1048,none,none,47.334,-122.318,
UW,1050,none,none,47.181,-122.405,
UW,1051,none,none,47.153,-122.567,
UW,1052,none,none,47.092,-122.43,
UW,1053,none,none,47.002,-122.542,
UW,1054,none,none,47.101,-122.649,
UW,1057,none,none,47.452,-122.25,
UW,1062,none,none,46.727,-123.002,
UW,1063,none,none,47.736,-122.556,
UW,1064,none,none,47.917,-122.58,
UW,1065,none,none,47.938,-122.133,
UW,1066,none,none,48.067,-122.276,
UW,1071,none,none,48.429,-122.607,
UW,1073,none,none,48.507,-122.624,
UW,1074,none,none,48.243,-122.362,
UW,1076,none,none,48.315,-122.234,
UW,1077,none,none,48.153,-122.17,
UW,1078,none,none,48.075,-122.119,
UW,1079,none,none,47.994,-122.031,
UW,1080,none,none,48.394,-122.489,
UW,1082,none,none,47.954,-122.43,
UW,1084,none,none,47.237,-123.192,
UW,1085,none,none,47.15,-122.946,
UW,1087,none,none,47.342,-122.17,
UW,1089,none,none,48.509,-122.238,
UW,1092,none,none,48.492,-122.897,
UW,1094,none,none,48.949,-122.465,
UW,1096,none,none,48.802,-122.508,
UW,1097,none,none,48.824,-122.331,
UW,1099,none,none,46.55,-123.132,
UW,1102,none,none,46.851,-122.488,
UW,1103,none,none,46.589,-122.866,
UW,1104,none,none,46.201,-123.377,
UW,1214,none,none,47.843,-122.205,
UW,1215,none,none,48.09,-123.251,
UW,1216,none,none,48.055,-124.306,
UW,1218,none,none,47.33,-123.791,
UW,1219,none,none,47.076,-123.693,
UW,1224,none,none,46.487,-122.723,
UW,1226,none,none,46.821,-123.091,
UW,1228,none,none,46.514,-123.865,
UW,1230,none,none,46.324,-122.74,
UW,1232,none,none,46.195,-123.149,
UW,1234,none,none,45.838,-122.559,
UW,1235,none,none,45.926,-122.724,
UW,1236,none,none,46.948,-122.357,
UW,1237,none,none,47.131,-122.175,
UW,1238,none,none,47.276,-122.221,
UW,1239,none,none,47.389,-122.099,
UW,1240,none,none,47.222,-122.412,
UW,1241,none,none,47.302,-122.428,
UW,1242,none,none,46.939,-122.555,
UW,1243,none,none,47.055,-122.378,
UW,1244,none,none,46.859,-122.856,
UW,1245,none,none,47.227,-122.137,
UW,1246,none,none,47.047,-123.118,
UW,1248,none,none,47.46,-122.826,
UW,1249,none,none,47.53203,-122.92773,
UW,1250,none,none,47.636,-122.832,
UW,1252,none,none,47.823,-122.877,
UW,1253,none,none,47.613,-122.638,
UW,1255,none,none,47.699,-122.308,
UW,1256,none,none,47.791,-122.222,
UW,1257,none,none,47.8,-122.52,
UW,1258,none,none,48.012,-122.524,
UW,1259,none,none,47.859,-122.012,
UW,1260,none,none,48.166,-122.116,
UW,1261,none,none,48.523,-123.023,
UW,1263,none,none,48.935,-122.573,
UW,1265,none,none,48.586,-122.225,
UW,1266,none,none,48.472,-122.396,
UW,1267,none,none,47.628,-117.502,
UW,1268,none,none,47.677,-117.272,
UW,1269,none,none,47.665,-120.226,
UW,1270,none,none,47.645,-120.071,
UW,1271,none,none,47.835,-120.02,
UW,1272,none,none,47.473,-120.345,
UW,1273,none,none,46.575,-120.403,
UW,1274,none,none,46.52652,-119.95824,
UW,1275,none,none,46.75644,-120.25852,
UW,1276,none,none,46.738,-119.9,
UW,BHW,none,none,47.83665,-122.0334,
UW,CBS,none,none,47.80469,-120.04285,
UW,CDF,none,none,46.11689,-122.04623,
UW,ELK,none,none,46.30539,-122.34205,
UW,FL2,none,none,46.19622,-122.35149,
UW,GL2,none,none,45.95957,-120.82409,
UW,GPW,none,none,48.11789,-121.13788,
UW,HDW,none,none,47.64831,-123.0555,
UW,HTW,none,none,47.80377,-121.76887,
UW,LVP,none,none,46.06595,-122.40193,
UW,MBW,none,none,48.78384,-121.90093,
UW,MCW,none,none,48.67903,-122.83264,
UW,MTM,none,none,46.02533,-122.21287,
UW,ON2,none,none,46.88058,-123.78233,
UW,OTR,none,none,48.08535,-124.34549,
UW,RVC,none,none,46.9439,-121.97434,
UW,SBES,none,none,48.76814,-122.41633,
UW,SLF,none,none,47.76057,-120.5294,
UW,SMNR,none,none,47.2046,-122.2315,
UW,SVTR,none,none,47.49576,-121.78159,
UW,TBM,none,none,47.16985,-120.59918,
UW,TWW,none,none,47.13801,-120.86952,
UW,WRW,none,none,47.85644,-120.88298,
UW,YA2,none,none,46.52652,-120.53118,
UW,ET4,none,none,46.56342,-118.94511,
UW,SOS,none,none,46.24386,-122.13787,
UW,BLT,none,none,45.915,-120.17699,
UW,DY2,none,none,47.98503,-119.7725,
UW,EDM,none,none,46.19717,-122.15121,
UW,ETW,none,none,47.60418,-120.33352,
UW,HSR,none,none,46.17428,-122.18065,
UW,NEL,none,none,48.07003,-120.34137,
UW,SAW,none,none,47.70153,-119.40165,
UW,SHW,none,none,46.19347,-122.23635,
UW,STAR,none,none,46.85085,-121.79295,
UW,TDL,none,none,46.35067,-122.21704,
